-2.249203561529937474e+02,-1.963766145872807272e+02,1.000000000000000000e+00
-1.508079213090566100e+02,-1.409687781973221377e+02,0.000000000000000000e+00
-2.486505646778188634e+02,-2.292737325362115257e+02,1.000000000000000000e+00
-9.974530728923535605e+01,-3.944630652140715199e+01,0.000000000000000000e+00
-9.541657864916203380e+01,3.906168885393392998e+01,1.000000000000000000e+00
-1.760287178799700598e+02,-1.875472852037462133e+02,0.000000000000000000e+00
-8.113927667175769898e+01,-1.096061275943996804e+01,1.000000000000000000e+00
-1.195267430407834865e+02,-8.806159350248273654e+01,0.000000000000000000e+00
3.564468695842469970e+01,3.741027149259913358e+02,1.000000000000000000e+00
-1.959388066541664557e+02,-2.277286269335907889e+02,1.000000000000000000e+00
-1.801783183284812822e+02,-2.043420303794545134e+02,0.000000000000000000e+00
-2.343397679211829825e+02,-2.253028752042370968e+02,1.000000000000000000e+00
-1.958757824561518248e+02,-2.150565737105106905e+02,0.000000000000000000e+00
2.490475564563190005e+02,7.193625893192645435e+02,1.000000000000000000e+00
-1.333001232837785039e+02,-2.576489315854470874e+01,1.000000000000000000e+00
-1.016170400536098839e+02,-8.017692033998901024e+01,1.000000000000000000e+00
-7.461109526843381445e+01,7.773293306418082693e+01,1.000000000000000000e+00
-1.637801465846345650e+02,-1.774516905393967932e+02,1.000000000000000000e+00
-9.920487798738258789e+01,-1.202711244825771075e+01,0.000000000000000000e+00
-1.315974984286336564e+02,-6.221361661686952971e+01,1.000000000000000000e+00
-8.255119020666322172e+01,7.189072092164570904e+01,0.000000000000000000e+00
-1.524037790883807588e+02,-1.855455667413534968e+02,0.000000000000000000e+00
-2.770425951376813032e+02,-2.734179283851718196e+02,1.000000000000000000e+00
-2.044468586090568465e+02,-1.742050218254486253e+02,1.000000000000000000e+00
-1.444163919835550587e+02,-5.070828637710113185e+01,1.000000000000000000e+00
-1.248194411035560307e+02,-4.378799450101593038e+01,1.000000000000000000e+00
-2.070445615735866909e+02,-2.151641123002584095e+02,1.000000000000000000e+00
-7.740910876274729446e+01,3.433571916074527053e-01,0.000000000000000000e+00
-1.503811905098265527e+02,-8.620271532484538568e+01,0.000000000000000000e+00
-1.856413280766772687e+02,-2.114298249537692413e+02,0.000000000000000000e+00
-1.702175930000009316e+02,-1.748827587930393861e+02,0.000000000000000000e+00
-1.042382579921504089e+02,6.710275038278138027e+01,1.000000000000000000e+00
-1.090397349387298078e+02,-7.829366813723105167e+01,0.000000000000000000e+00
-1.615078524792989185e+02,-1.887209321770987742e+02,0.000000000000000000e+00
-1.975882318651695186e+02,-1.790851495605448065e+02,0.000000000000000000e+00
-5.505086793816539625e+01,7.127719616103200906e+01,0.000000000000000000e+00
-1.996630943929876025e+02,-2.021404011741914530e+02,0.000000000000000000e+00
-1.747061397958870259e+02,-1.573022705758862401e+02,1.000000000000000000e+00
-1.659884257788180548e+02,-1.374486943132953343e+02,1.000000000000000000e+00
-6.150503514406909744e+01,7.015933070153829476e+01,1.000000000000000000e+00
-2.203122317632364400e+02,-1.378929796358912085e+02,0.000000000000000000e+00
-1.983652388610743458e+02,-2.119024814948803055e+02,0.000000000000000000e+00
-1.804601571433876757e+02,-1.942349879237913512e+02,0.000000000000000000e+00
-1.260244553984970253e+02,4.784434731528619977e+00,1.000000000000000000e+00
-2.159022505350432084e+02,-2.113053812660531889e+02,0.000000000000000000e+00
-2.721937211042332478e+02,-2.141816904526840801e+02,1.000000000000000000e+00
-1.999219888494296526e+02,-1.943959367043876512e+02,0.000000000000000000e+00
-1.389551725828362692e+02,-1.318771614425430414e+02,0.000000000000000000e+00
-1.713237420824630135e+02,-1.463361779615774196e+02,1.000000000000000000e+00
-1.153648650476369539e+02,-8.637077823561487833e+01,0.000000000000000000e+00
-1.274844975047038673e+02,-8.973049630229593276e+01,0.000000000000000000e+00
-1.310153309523832945e+02,-1.007665676559541623e+02,0.000000000000000000e+00
-1.357621490302491338e+02,-1.174453651310345066e+02,0.000000000000000000e+00
-8.814106102557704503e+01,9.443696057014082612e+01,1.000000000000000000e+00
-2.603403921611757710e+01,1.999719197373935060e+02,0.000000000000000000e+00
-1.178931170885600466e+02,-1.190905066159050847e+02,0.000000000000000000e+00
-9.286774830746077214e+01,1.227612256899981560e+02,1.000000000000000000e+00
-1.352850837318211461e+02,-3.994841921608362156e+01,0.000000000000000000e+00
-2.112204735002228801e+02,-2.300164590050131324e+02,0.000000000000000000e+00
-9.772852944268055353e+01,1.313646631418970401e+01,0.000000000000000000e+00
-9.226497082250578785e+01,-7.352424240010434175e+01,0.000000000000000000e+00
-1.897001202743637691e+02,-1.972073461161089085e+02,1.000000000000000000e+00
-7.818912441270774139e+01,-1.134262359757204024e+02,0.000000000000000000e+00
-1.421649094551534063e+02,-2.960851603982715119e+01,0.000000000000000000e+00
-1.614221741641229073e+02,-1.755359765058348103e+02,1.000000000000000000e+00
-1.706535954410907721e+02,-1.591641493867570603e+02,0.000000000000000000e+00
-1.927156157579898377e+02,-1.900178233009823998e+02,1.000000000000000000e+00
-1.687517826843030093e+02,-2.106594745822882828e+02,0.000000000000000000e+00
-1.339448217580835205e+02,-1.146111515079146557e+02,0.000000000000000000e+00
-1.778457849754182973e+02,-1.001997182598136646e+02,0.000000000000000000e+00
-1.098788125310733363e+02,-5.482305266811579259e+01,1.000000000000000000e+00
-1.355724031191359700e+02,-1.798561202271361026e+01,0.000000000000000000e+00
-1.904872219492850149e+02,-2.074334316251015764e+02,1.000000000000000000e+00
-5.302740618292858699e+01,1.018023407340561164e+02,0.000000000000000000e+00
-1.536117457601191632e+02,-1.438144344377706716e+02,0.000000000000000000e+00
-3.380127042620282651e+01,-4.975092849439165121e+01,0.000000000000000000e+00
-1.077984372123985537e+02,-1.463143005943566095e+02,0.000000000000000000e+00
-1.688707992079106930e+02,-1.479953013301100384e+02,0.000000000000000000e+00
-1.409091462150788630e+02,-1.110507297658544843e+02,1.000000000000000000e+00
-1.820513235070443159e+02,-1.649096690081965733e+02,0.000000000000000000e+00
-1.629171359088086035e+02,-1.419283304018466367e+02,0.000000000000000000e+00
-7.975150249199573693e+01,-6.525336193737109625e+01,0.000000000000000000e+00
-1.092173387683189247e+02,-7.020482546302055482e+01,0.000000000000000000e+00
-1.729933536394193823e+02,-1.530686593021529234e+02,0.000000000000000000e+00
-2.195199633378750548e+02,-2.459953052100761397e+02,1.000000000000000000e+00
-1.127515255593345387e+02,-2.899026099021730829e+01,0.000000000000000000e+00
-1.860165613974512837e+02,-1.416100217357208635e+02,0.000000000000000000e+00
-1.256281444251396380e+02,-7.472108070576753391e+01,0.000000000000000000e+00
-1.420226089429080503e+02,-4.967774439733665304e+01,1.000000000000000000e+00
-1.755824824781639961e+02,-1.656086322742144148e+02,0.000000000000000000e+00
-1.244162015406644315e+02,-1.368926297769463929e+02,0.000000000000000000e+00
-9.047394009514282232e+01,3.236004904982848984e+00,0.000000000000000000e+00
-1.239333663971343356e+02,-8.605782105643581303e+01,0.000000000000000000e+00
-1.843116990518603302e+02,-2.084040619192487895e+02,1.000000000000000000e+00
-1.904734783436166765e+02,-1.397598440592639690e+02,0.000000000000000000e+00
-8.311303121507822311e+01,6.118675423706389438e+01,0.000000000000000000e+00
-1.576999284167944779e+02,-1.390614370795569243e+02,0.000000000000000000e+00
-7.351515685472990924e+01,-2.602201030907990287e+01,0.000000000000000000e+00
-1.133585588552964509e+02,-4.791600861034987702e+01,0.000000000000000000e+00
-9.135725846668711370e+01,5.945165992628975005e+01,1.000000000000000000e+00
-2.290291190731381050e+02,-2.284441789916932919e+02,1.000000000000000000e+00
-2.122086721136076051e+02,-2.023483616747685403e+02,0.000000000000000000e+00
-2.079218357838931581e+02,-2.263222008347396752e+02,0.000000000000000000e+00
-1.226058285265352907e+02,-1.042385839555626035e+02,0.000000000000000000e+00
-1.320495719430965949e+02,-1.512957307154943294e+02,0.000000000000000000e+00
-1.062233355520701537e+02,9.833428547156614741e+00,0.000000000000000000e+00
-1.889722994671515153e+02,-2.342572004910144017e+02,0.000000000000000000e+00
-1.284878528816223877e+02,-2.187107143955932997e+01,0.000000000000000000e+00
-1.340667644175012470e+02,-1.035649191547938699e+02,0.000000000000000000e+00
-1.541126862629906213e+02,-1.327275743951974221e+02,1.000000000000000000e+00
-1.822006210731132398e+02,-6.268303613438141042e+01,1.000000000000000000e+00
7.372274224425822808e+01,3.643031587464698760e+02,1.000000000000000000e+00
-1.464079116166030303e+02,-1.101534977682669876e+02,0.000000000000000000e+00
-1.202025698133660114e+02,-1.378796394783361166e+02,0.000000000000000000e+00
-1.249283117946287547e+02,1.387808621483080174e+01,1.000000000000000000e+00
-2.117269985306031970e+02,-2.426438155472930589e+02,1.000000000000000000e+00
-1.811202959332222235e+02,-1.950424963403075651e+02,1.000000000000000000e+00
-1.124259239949191027e+02,-1.212328241616586837e+02,0.000000000000000000e+00
-1.602327379636595310e+02,-1.412468370836631664e+02,0.000000000000000000e+00
-1.399478062101845524e+02,-1.100038818145552284e+02,0.000000000000000000e+00
-2.064883494325836466e+02,-8.853307064851613006e+01,1.000000000000000000e+00
-1.876180168793901544e+02,-1.471097682573970076e+02,0.000000000000000000e+00
-1.261069834316790548e+02,-5.287008198435540862e+01,0.000000000000000000e+00
-1.832640128121521457e+02,-2.171303339593624742e+02,0.000000000000000000e+00
-1.766243444258461182e+02,-1.905118890076816456e+02,1.000000000000000000e+00
-7.523147183802338134e+01,2.367194347893664030e+01,1.000000000000000000e+00
-1.135401122879962941e+02,-1.889903882000729141e+01,0.000000000000000000e+00
-1.353160156222875230e+02,-4.708173928840685107e+01,0.000000000000000000e+00
-1.107200785453147489e+02,-3.608216294113668710e+01,1.000000000000000000e+00
-1.574000550329803900e+02,-2.032697699668467521e+02,1.000000000000000000e+00
-1.485006615242224086e+02,-3.615409500416834021e+01,1.000000000000000000e+00
-1.672888696452962449e+02,-1.658147618730751560e+02,1.000000000000000000e+00
-1.212851990233410220e+02,4.993811472497935711e+01,1.000000000000000000e+00
-1.501678717348613361e+02,-1.415391563662618353e+02,0.000000000000000000e+00
-1.292412262990207523e+02,-1.045854328785038518e+02,0.000000000000000000e+00
-1.043492674835056562e+02,-1.273624455263862387e+01,0.000000000000000000e+00
