-224,-196,0,1
-150,-140,0,0
-248,-229,0,1
-99,-39,0,0
-95,39,1,1
-176,-187,0,0
-81,-10,1,1
-119,-88,0,0
35,374,1,1
-195,-227,0,1
-180,-204,0,0
-234,-225,0,1
-195,-215,0,0
249,719,1,1
-133,-25,0,1
-101,-80,0,1
-74,77,1,1
-163,-177,0,1
-99,-12,1,0
-131,-62,0,1
-82,71,1,0
-152,-185,0,0
-277,-273,0,1
-204,-174,0,1
-144,-50,0,1
-124,-43,0,1
-207,-215,0,1
-77,0,1,0
-150,-86,0,0
-185,-211,0,0
-170,-174,0,0
-104,67,1,1
-109,-78,0,0
-161,-188,0,0
-197,-179,0,0
-55,71,1,0
-199,-202,0,0
-174,-157,0,1
-165,-137,0,1
-61,70,1,1
-220,-137,0,0
-198,-211,0,0
-180,-194,0,0
-126,4,1,1
-215,-211,0,0
-272,-214,0,1
-199,-194,0,0
-138,-131,0,0
-171,-146,0,1
-115,-86,0,0
-127,-89,0,0
-131,-100,0,0
-135,-117,0,0
-88,94,1,1
-26,199,1,0
-117,-119,0,0
-92,122,1,1
-135,-39,0,0
-211,-230,0,0
-97,13,1,0
-92,-73,0,0
-189,-197,0,1
-78,-113,0,0
-142,-29,0,0
-161,-175,0,1
-170,-159,0,0
-192,-190,0,1
-168,-210,0,0
-133,-114,0,0
-177,-100,0,0
-109,-54,0,1
-135,-17,0,0
-190,-207,0,1
-53,101,1,0
-153,-143,0,0
-33,-49,1,0
-107,-146,0,0
-168,-147,0,0
-140,-111,0,1
-182,-164,0,0
-162,-141,0,0
-79,-65,0,0
-109,-70,0,0
-172,-153,0,0
-219,-245,0,1
-112,-28,0,0
-186,-141,0,0
-125,-74,0,0
-142,-49,0,1
-175,-165,0,0
-124,-136,0,0
-90,3,1,0
-123,-86,0,0
-184,-208,0,1
-190,-139,0,0
-83,61,1,0
-157,-139,0,0
-73,-26,1,0
-113,-47,0,0
-91,59,1,1
-229,-228,0,1
-212,-202,0,0
-207,-226,0,0
-122,-104,0,0
-132,-151,0,0
-106,9,1,0
-188,-234,0,0
-128,-21,0,0
-134,-103,0,0
-154,-132,0,1
-182,-62,0,1
73,364,1,1
-146,-110,0,0
-120,-137,0,0
-124,13,1,1
-211,-242,0,1
-181,-195,0,1
-112,-121,0,0
-160,-141,0,0
-139,-110,0,0
-206,-88,0,1
-187,-147,0,0
-126,-52,0,0
-183,-217,0,0
-176,-190,0,1
-75,23,1,1
-113,-18,0,0
-135,-47,0,0
-110,-36,0,1
-157,-203,0,1
-148,-36,0,1
-167,-165,0,1
-121,49,1,1
-150,-141,0,0
-129,-104,0,0
-104,-12,1,0
-143,-102,0,0
-102,-37,0,0
-196,-210,0,0
15,206,1,0
-184,-211,0,0
-182,-173,0,0
-131,-69,0,0
-153,-167,0,1
-64,131,1,0
-182,-171,0,0
-125,-122,0,0
-105,-18,1,0
-200,-225,0,0
-155,-153,0,0
-110,48,1,0
-165,-177,0,0
-150,-45,0,1
36,336,1,0
-256,-250,0,1
-249,-208,0,1
-97,-34,0,0
-90,0,1,0
-125,-95,0,0
-176,-64,0,1
-250,-219,0,0
-112,-36,0,0
-27,141,1,0
-167,-150,0,0
-203,-222,0,1
-74,6,1,1
-226,-191,0,0
-174,-185,0,0
-162,-172,0,0
-142,-111,0,0
-161,-185,0,1
-130,-37,0,1
-104,-61,0,0
-119,-63,0,0
-99,-69,0,0
-194,-67,0,1
-135,-167,0,0
-164,-72,0,1
-201,-216,0,0
-193,-209,0,1
-144,-170,0,0
-131,-67,0,0
-38,-55,0,0
-115,-133,0,0
-201,-211,0,0
-276,-230,0,1
37,336,1,1
-196,-145,0,1
-123,-32,0,1
-135,-14,0,1
-165,-169,0,0
-146,-56,0,0
-218,-212,0,1
-136,-104,0,1
-131,-126,0,0
-131,23,1,1
-155,-161,0,0
-139,-105,0,1
-128,-34,0,1
-30,173,1,1
-190,-187,0,0
-207,-218,0,0
-174,-168,0,0
-138,-113,0,0
-52,52,1,0
-187,-165,0,0
-110,70,1,1
-242,-266,0,1
-112,-48,0,0
-278,-239,0,1
-139,-131,0,0
-255,-201,0,0
-271,-254,0,0
-137,-39,0,1
-87,23,1,1
-70,120,1,1
-107,1,1,1
-127,-36,0,0
-150,-150,0,1
-159,-175,0,1
24,327,1,1
-223,-253,0,1
-123,-97,0,0
-90,33,1,0
-129,-97,0,0
-144,-119,0,0
-160,-180,0,0
-240,-178,0,1
151,604,1,0
-169,-121,0,0
-216,-221,0,1
6,224,1,1
-133,-111,0,0
-178,-184,0,0
-113,-79,0,0
-240,-229,0,1
-149,-29,0,1
-281,-248,0,1
-251,-225,0,1
-166,-185,0,0
-157,-143,0,0
-112,-44,0,0
-193,-182,0,1
-69,48,1,1
-118,19,1,0
-265,-250,0,1
-172,-181,0,0
139,531,1,0
41,283,1,0
-193,-190,0,0
-141,-149,0,0
-200,-213,0,0
-127,-106,0,0
-156,-141,0,0
18,145,1,1
-189,-155,0,1
-180,-142,0,0
-184,-168,0,0
-40,203,1,0
-141,-37,0,1
-191,-92,0,0
-153,-118,0,1
-169,-147,0,0
-206,-217,0,0
-173,-180,0,1
-116,-88,0,0
-150,-117,0,1
-210,-163,0,0
-148,-152,0,0
-160,-123,0,1
-182,-164,0,1
-148,-87,0,0
-182,-202,0,0
-131,-79,0,0
-149,-169,0,0
-152,-78,0,0
-168,-146,0,1
-102,-26,0,0
-162,-192,0,0
-1,149,1,0
-209,-211,0,1
-131,-44,0,0
-118,-35,0,0
-230,-241,0,1
-161,-196,0,1
-126,-41,0,0
71,402,1,0
-79,60,1,1
-122,-85,0,0
-143,-71,0,0
-137,-114,0,0
-132,-69,0,1
-105,19,1,1
-84,74,1,1
-200,-209,0,0
-156,-48,0,0
-18,213,1,1
-87,44,1,0
-54,48,1,1
-157,-185,0,0
-184,-143,0,1
-139,-24,0,1
-131,-95,0,0
-188,-212,0,1
-216,-223,0,0
-141,-57,0,0
-153,-56,0,1
-122,-28,0,0
-92,17,1,1
-75,55,1,1
-140,-132,0,0
-97,9,1,0
-177,-106,0,1
-112,-55,0,0
-183,-172,0,1
-125,-61,0,0
-129,-106,0,0
-255,-244,0,1
-108,0,1,0
-261,-264,0,1
-50,83,1,0
-191,-168,0,1
-193,-185,0,1
-226,-182,0,1
-194,-168,0,0
-139,-23,0,0
-101,8,1,1
-243,-230,0,0
-118,-36,0,1
-134,-80,0,0
-181,-177,0,0
-109,-77,0,0
-193,-154,0,1
-161,-182,0,0
-121,-80,0,0
-109,75,1,0
-118,-104,0,0
-169,-191,0,1
-137,-8,0,1
-250,-250,0,1
-139,-72,0,0
-118,-82,0,0
-56,-65,0,0
-189,-207,0,0
-135,-168,0,0
-145,-72,0,0
-149,-71,0,0
-126,-96,0,0
-116,-67,0,0
-54,-80,0,1
-149,-173,0,0
-207,-218,0,0
-124,-141,0,0
-120,-99,0,0
-149,-168,0,0
-235,-245,0,1
-94,39,1,1
-147,-83,0,1
-124,-77,0,0
-146,37,1,1
-82,146,1,1
-209,-224,0,0
-190,-205,0,0
-198,-225,0,1
-52,128,1,0
-107,-39,0,0
-184,-190,0,1
-166,-157,0,0
-116,-90,0,0
-143,-71,0,1
-3,301,1,1
-140,-72,0,0
-107,-64,0,0
-120,-33,0,0
-99,32,1,0
-27,172,1,1
-123,-83,0,0
-111,-43,0,0
-221,-221,0,1
-144,-103,0,0
-135,-72,0,0
-176,-163,0,0
-58,41,1,0
-114,-78,0,0
-136,-57,0,0
-147,-105,0,0
-190,-172,0,1
-194,-189,0,1
-48,106,1,1
-118,-64,0,0
-46,64,1,0
-236,-229,0,1
47,282,1,0
-127,-84,0,0
-228,-228,0,1
-30,141,1,0
-87,-6,1,0
-215,-172,0,1
-135,-155,0,0
-286,-231,0,1
-142,-157,0,1
-181,-193,0,0
-176,-96,0,1
-136,-138,0,0
-225,-220,0,1
-86,40,1,0
-166,-188,0,1
-152,-164,0,0
-269,-254,0,1
77,446,1,1
-193,-172,0,0
-84,29,1,0
-46,136,1,0
-190,-132,0,0
-117,14,1,1
8,302,1,1
-165,-155,0,0
-230,-205,0,1
-135,-157,0,0
-134,-43,0,1
-112,3,1,0
-115,-68,0,0
-135,-53,0,0
-184,-163,0,0
-109,34,1,1
-117,81,1,1
-103,-85,0,0
-154,-17,0,1
-155,-44,0,0
-58,29,1,1
-106,-83,0,0
-98,-64,0,0
-106,-86,0,0
-205,-211,0,0
-143,-160,0,0
-151,-120,0,1
-225,-197,0,0
-214,-214,0,0
-164,-162,0,0
-173,-195,0,0
-296,-280,0,1
-117,-82,0,0
-116,-26,0,0
-161,-172,0,1
-175,-167,0,1
-284,-198,0,1
-122,-90,0,0
-128,-53,0,0
-141,-76,0,1
-156,-114,0,0
-83,-36,0,0
-197,-199,0,1
-36,90,1,0
-110,-112,0,0
-98,-17,1,0
-250,-197,0,1
-171,-190,0,0
-112,-58,0,0
-98,66,1,1
-160,-125,0,0
-151,-114,0,0
-116,-138,0,0
-111,-68,0,0
-160,-154,0,0
-189,-212,0,0
-123,-51,0,0
-98,-82,0,0
-109,-31,0,0
-123,-97,0,1
-194,-170,0,0
-89,-18,1,0
-168,-209,0,0
-125,-89,0,0
-75,-9,1,0
-71,69,1,0
-173,-148,0,0
-157,-187,0,0
-171,-141,0,0
-134,-155,0,0
-176,-200,0,1
-124,74,1,1
-113,-53,0,0
-123,-84,0,0
-151,-177,0,0
-96,-40,0,0
-164,-135,0,0
-74,4,1,0
-159,-62,0,0
-94,13,1,1
-122,-153,0,0
-213,-228,0,0
-154,-97,0,0
-85,-11,1,0
-41,158,1,0
-150,-59,0,0
-77,12,1,0
-184,-195,0,1
-188,-190,0,0
-317,-208,0,1
-260,-214,0,1
-175,-148,0,0
-180,-187,0,0
-150,-174,0,0
166,487,1,1
-146,-143,0,0
-196,-198,0,1
-155,-165,0,0
-170,-70,0,1
-74,-64,0,0
-191,-169,0,1
-122,-6,1,0
-192,-212,0,1
-66,6,1,0
-70,91,1,0
-170,-46,0,1
-109,-155,0,0
-108,-67,0,0
-240,-240,0,1
-83,3,1,0
-191,-191,0,0
-99,-77,0,0
-208,-179,0,0
-150,-66,0,1
-200,-154,0,1
-198,-161,0,0
-110,102,1,1
-133,-97,0,0
-86,94,1,0
-64,39,1,0
-70,33,1,0
-128,9,1,1
-76,134,1,1
-184,-168,0,0
-167,-174,0,0
-172,-146,0,0
-115,-48,0,1
-86,-69,0,0
-221,-236,0,0
-164,-175,0,0
-98,-64,0,0
-191,-72,0,1
-121,13,1,0
-162,-119,0,0
-155,-141,0,0
-50,-60,0,1
-104,-54,0,0
-173,-158,0,0
-126,-158,0,0
-224,-152,0,1
-99,18,1,0
-92,-34,0,0
-169,-200,0,0
-146,-137,0,1
-85,48,1,0
-129,-161,0,0
-140,-152,0,0
-104,-42,0,0
-178,-96,0,1
-132,-26,0,1
-184,-211,0,0
-110,-129,0,0
-1,144,1,0
-98,-53,0,0
-133,-39,0,0
-125,-95,0,0
-181,-192,0,1
-177,-175,0,0
-146,-137,0,0
-114,-60,0,0
-125,-62,0,0
-81,45,1,0
-164,-178,0,0
-124,-48,0,0
-167,-184,0,0
-125,-54,0,0
-91,-73,0,0
-103,-56,0,0
-144,-108,0,1
-168,-206,0,0
-81,-134,0,0
-93,47,1,0
-140,-22,0,1
-44,90,1,1
-91,30,1,1
-159,-161,0,1
-129,-103,0,0
-117,-71,0,0
-154,7,1,1
-143,-6,0,1
-103,4,1,0
-217,-148,0,0
-305,-280,0,0
-164,-41,0,0
-239,-202,0,0
-224,-183,0,0
-192,-168,0,0
-202,-225,0,0
-168,-172,0,0
-213,-215,0,0
-80,49,1,1
-119,-54,0,0
-162,-90,0,0
-209,-208,0,0
-43,163,1,1
-217,-195,0,0
-111,-75,0,0
-89,-16,1,0
-155,-123,0,1
-72,104,1,1
64,367,1,0
-95,64,1,0
-165,-162,0,0
-258,-265,0,0
-108,-60,0,0
