-2.353635562206045961e+03,-1.079402467517892546e+03,1.000000000000000000e+00,2.000000000000000000e+00
-2.376492794976567438e+03,-1.108779431084553607e+03,1.000000000000000000e+00,2.000000000000000000e+00
-1.289545989345434009e+03,-6.043504457565994699e+02,1.000000000000000000e+00,2.000000000000000000e+00
-1.415427484038076273e+03,-6.877334923793464441e+02,1.000000000000000000e+00,2.000000000000000000e+00
-1.911915044719914931e+03,-8.516874060607580077e+02,1.000000000000000000e+00,2.000000000000000000e+00
-1.715129012959784859e+03,-7.879427583349478255e+02,1.000000000000000000e+00,2.000000000000000000e+00
-5.546301934494567831e+02,-2.866888846778530819e+02,0.000000000000000000e+00,2.000000000000000000e+00
-1.225818588652262633e+03,-5.910780120895303753e+02,1.000000000000000000e+00,0.000000000000000000e+00
-2.195255087477225516e+03,-9.937839255555692262e+02,1.000000000000000000e+00,0.000000000000000000e+00
-5.190304035406671801e+02,-2.554988442404724651e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.707349143235182737e+03,-7.757574190200109570e+02,1.000000000000000000e+00,0.000000000000000000e+00
-4.075046026890739768e+02,-1.858467222321892223e+02,0.000000000000000000e+00,0.000000000000000000e+00
-2.770967487135831107e+02,-1.342509438287946750e+02,0.000000000000000000e+00,2.000000000000000000e+00
-1.191348442785978932e+03,-5.490620037460067806e+02,1.000000000000000000e+00,2.000000000000000000e+00
-2.160814645860060637e+02,-1.075770202513218834e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.506394959144453196e+03,-6.913623669418859663e+02,1.000000000000000000e+00,2.000000000000000000e+00
-8.226598641346598697e+02,-3.801685209192806383e+02,0.000000000000000000e+00,2.000000000000000000e+00
-9.481635491940529619e+02,-4.428678889315087872e+02,0.000000000000000000e+00,2.000000000000000000e+00
-1.752619980232493845e+03,-8.189209145013164743e+02,1.000000000000000000e+00,2.000000000000000000e+00
-1.751546091546709931e+03,-8.097144487451423629e+02,1.000000000000000000e+00,0.000000000000000000e+00
-1.048825860547067350e+03,-4.924069855241336882e+02,0.000000000000000000e+00,0.000000000000000000e+00
-1.781489937152213088e+03,-8.432726635638284733e+02,1.000000000000000000e+00,2.000000000000000000e+00
-2.371783361912207965e+03,-1.091290453374725075e+03,1.000000000000000000e+00,2.000000000000000000e+00
